Data_Venda,Produto,Quantidade,Preco_Unitario,Categoria,Valor_Total
2025-02-24,Caminha Luxo,5,15.0,Conforto,75.0
2025-02-25,Petisco Natural,3,120.84,Alimentação,362.52
2025-02-25,Brinquedo de Borracha,4,71.97,Brinquedos,287.88
2025-02-26,Comedouro Duplo,9,56.3,Acessórios,506.7
2025-02-26,Caminha Luxo,9,192.35,Conforto,1731.15
2025-02-26,Shampoo Antipulgas,1,154.07,Higiene,154.07
2025-02-26,Comedouro Duplo,7,135.2,Acessórios,946.4
2025-02-27,Coleira Ajustável,3,91.96,Acessórios,275.88
2025-02-27,Shampoo Antipulgas,7,95.71,Higiene,669.97
2025-02-27,Areia Higiênica,2,167.21,Higiene,334.42
2025-02-27,Ração Premium,3,125.14,Alimentação,375.42
2025-02-27,Coleira Ajustável,6,175.79,Acessórios,1054.74
2025-02-28,Coleira Ajustável,3,46.84,Acessórios,140.52
2025-02-28,Caminha Luxo,5,106.14,Conforto,530.7
2025-02-28,Coleira Ajustável,4,51.8,Acessórios,207.2
2025-02-28,Suplemento Vitamínico,7,203.86,Saúde,1427.02
2025-02-28,Brinquedo de Borracha,6,173.78,Brinquedos,1042.68
2025-03-01,Suplemento Vitamínico,5,51.98,Saúde,259.9
2025-03-01,Comedouro Duplo,3,56.03,Acessórios,168.09
2025-03-01,Shampoo Antipulgas,1,120.77,Higiene,120.77
2025-03-01,Comedouro Duplo,7,142.9,Acessórios,1000.3
2025-03-02,Comedouro Duplo,9,74.91,Acessórios,674.19
2025-03-02,Suplemento Vitamínico,3,147.82,Saúde,443.46
2025-03-02,Comedouro Duplo,4,36.5,Acessórios,146.0
2025-03-02,Coleira Ajustável,2,127.07,Acessórios,254.14
2025-03-02,Shampoo Antipulgas,7,111.85,Higiene,782.95
2025-03-02,Coleira Ajustável,8,17.83,Acessórios,142.64
2025-03-03,Caminha Luxo,3,78.31,Conforto,234.93
2025-03-03,Coleira Ajustável,2,196.19,Acessórios,392.38
2025-03-03,Brinquedo de Borracha,4,158.41,Brinquedos,633.64
2025-03-03,Areia Higiênica,2,235.03,Higiene,470.06
2025-03-03,Ração Premium,1,16.32,Alimentação,16.32
2025-03-03,Coleira Ajustável,9,218.73,Acessórios,1968.57
2025-03-04,Areia Higiênica,1,110.04,Higiene,110.04
2025-03-04,Coleira Ajustável,2,36.82,Acessórios,73.64
2025-03-04,Coleira Ajustável,3,133.58,Acessórios,400.74
2025-03-04,Ração Premium,5,132.61,Alimentação,663.05
2025-03-04,Caminha Luxo,3,219.57,Conforto,658.71
2025-03-05,Brinquedo de Borracha,8,154.59,Brinquedos,1236.72
2025-03-05,Escova de Pelos,9,88.59,Cuidados,797.31
2025-03-05,Comedouro Duplo,3,225.63,Acessórios,676.89
2025-03-05,Shampoo Antipulgas,5,47.82,Higiene,239.1
2025-03-05,Coleira Ajustável,7,22.3,Acessórios,156.1
2025-03-05,Coleira Ajustável,9,246.04,Acessórios,2214.36
2025-03-06,Escova de Pelos,7,204.64,Cuidados,1432.48
2025-03-06,Ração Premium,1,94.31,Alimentação,94.31
2025-03-06,Coleira Ajustável,7,58.21,Acessórios,407.47
2025-03-06,Petisco Natural,8,75.45,Alimentação,603.6
2025-03-06,Escova de Pelos,1,237.63,Cuidados,237.63
2025-03-07,Petisco Natural,4,206.2,Alimentação,824.8
2025-03-07,Petisco Natural,3,131.09,Alimentação,393.27
2025-03-07,Ração Premium,2,162.47,Alimentação,324.94
2025-03-08,Areia Higiênica,8,121.16,Higiene,969.28
2025-03-08,Ração Premium,8,19.73,Alimentação,157.84
2025-03-08,Suplemento Vitamínico,9,138.52,Saúde,1246.68
2025-03-08,Suplemento Vitamínico,2,40.6,Saúde,81.2
2025-03-08,Ração Premium,1,206.72,Alimentação,206.72
2025-03-08,Shampoo Antipulgas,7,126.88,Higiene,888.16
2025-03-08,Ração Premium,4,50.81,Alimentação,203.24
2025-03-08,Brinquedo de Borracha,1,231.77,Brinquedos,231.77
2025-03-08,Shampoo Antipulgas,5,26.89,Higiene,134.45
2025-03-09,Caminha Luxo,5,101.94,Conforto,509.7
2025-03-09,Areia Higiênica,7,243.02,Higiene,1701.14
2025-03-09,Areia Higiênica,1,80.73,Higiene,80.73
2025-03-09,Petisco Natural,4,214.24,Alimentação,856.96
2025-03-10,Brinquedo de Borracha,7,126.78,Brinquedos,887.46
2025-03-10,Comedouro Duplo,5,157.77,Acessórios,788.85
2025-03-10,Escova de Pelos,7,165.41,Cuidados,1157.87
2025-03-10,Shampoo Antipulgas,9,46.39,Higiene,417.51
2025-03-10,Escova de Pelos,9,203.79,Cuidados,1834.11
2025-03-11,Comedouro Duplo,3,191.11,Acessórios,573.33
2025-03-11,Areia Higiênica,5,149.52,Higiene,747.6
2025-03-11,Petisco Natural,7,95.42,Alimentação,667.94
2025-03-11,Suplemento Vitamínico,2,64.16,Saúde,128.32
2025-03-11,Escova de Pelos,8,136.94,Cuidados,1095.52
2025-03-12,Brinquedo de Borracha,8,242.54,Brinquedos,1940.32
2025-03-12,Brinquedo de Borracha,7,167.32,Brinquedos,1171.24
2025-03-12,Coleira Ajustável,8,162.83,Acessórios,1302.64
2025-03-12,Areia Higiênica,8,158.94,Higiene,1271.52
2025-03-12,Ração Premium,7,98.43,Alimentação,689.01
2025-03-12,Caminha Luxo,6,40.85,Conforto,245.1
2025-03-12,Suplemento Vitamínico,9,242.48,Saúde,2182.32
2025-03-13,Brinquedo de Borracha,3,127.33,Brinquedos,381.99
2025-03-13,Caminha Luxo,7,138.68,Conforto,970.76
2025-03-13,Shampoo Antipulgas,7,157.25,Higiene,1100.75
2025-03-13,Ração Premium,5,177.82,Alimentação,889.1
2025-03-13,Petisco Natural,7,41.51,Alimentação,290.57
2025-03-13,Suplemento Vitamínico,6,142.05,Saúde,852.3
2025-03-13,Brinquedo de Borracha,9,200.11,Brinquedos,1800.99
2025-03-13,Suplemento Vitamínico,8,18.8,Saúde,150.4
2025-03-13,Caminha Luxo,8,176.0,Conforto,1408.0
2025-03-14,Ração Premium,7,59.91,Alimentação,419.37
2025-03-14,Escova de Pelos,1,134.67,Cuidados,134.67
2025-03-14,Petisco Natural,4,49.3,Alimentação,197.2
2025-03-14,Caminha Luxo,5,230.71,Conforto,1153.55
2025-03-15,Ração Premium,8,21.73,Alimentação,173.84
2025-03-15,Comedouro Duplo,5,202.01,Acessórios,1010.05
2025-03-15,Suplemento Vitamínico,9,210.54,Saúde,1894.86
2025-03-15,Suplemento Vitamínico,1,225.12,Saúde,225.12
2025-03-15,Comedouro Duplo,4,109.58,Acessórios,438.32
2025-03-15,Coleira Ajustável,8,48.71,Acessórios,389.68
2025-03-16,Escova de Pelos,8,16.85,Cuidados,134.8
2025-03-16,Comedouro Duplo,7,226.8,Acessórios,1587.6
2025-03-16,Ração Premium,9,182.45,Alimentação,1642.05
2025-03-16,Shampoo Antipulgas,2,201.55,Higiene,403.1
2025-03-16,Suplemento Vitamínico,4,19.06,Saúde,76.24
2025-03-17,Shampoo Antipulgas,9,92.58,Higiene,833.22
2025-03-17,Areia Higiênica,4,156.42,Higiene,625.68
2025-03-17,Coleira Ajustável,6,66.17,Acessórios,397.02
2025-03-17,Areia Higiênica,1,239.29,Higiene,239.29
2025-03-17,Ração Premium,8,185.94,Alimentação,1487.52
2025-03-17,Petisco Natural,8,147.14,Alimentação,1177.12
2025-03-17,Caminha Luxo,4,191.25,Conforto,765.0
2025-03-18,Suplemento Vitamínico,9,99.61,Saúde,896.49
2025-03-18,Ração Premium,6,161.11,Alimentação,966.66
2025-03-18,Ração Premium,8,85.66,Alimentação,685.28
2025-03-18,Brinquedo de Borracha,4,50.69,Brinquedos,202.76
2025-03-18,Shampoo Antipulgas,3,189.08,Higiene,567.24
2025-03-18,Caminha Luxo,1,122.29,Conforto,122.29
2025-03-19,Suplemento Vitamínico,3,163.66,Saúde,490.98
2025-03-19,Caminha Luxo,8,232.83,Conforto,1862.64
2025-03-19,Shampoo Antipulgas,2,243.34,Higiene,486.68
2025-03-20,Comedouro Duplo,1,68.8,Acessórios,68.8
2025-03-20,Shampoo Antipulgas,2,223.91,Higiene,447.82
2025-03-20,Ração Premium,1,184.73,Alimentação,184.73
2025-03-20,Areia Higiênica,4,55.55,Higiene,222.2
2025-03-20,Suplemento Vitamínico,8,128.7,Saúde,1029.6
2025-03-21,Shampoo Antipulgas,9,96.73,Higiene,870.57
2025-03-21,Petisco Natural,8,206.19,Alimentação,1649.52
2025-03-21,Brinquedo de Borracha,9,188.94,Brinquedos,1700.46
2025-03-21,Shampoo Antipulgas,6,19.58,Higiene,117.48
2025-03-21,Petisco Natural,2,187.22,Alimentação,374.44
2025-03-21,Coleira Ajustável,5,106.13,Acessórios,530.65
2025-03-21,Coleira Ajustável,2,47.41,Acessórios,94.82
2025-03-21,Petisco Natural,6,78.47,Alimentação,470.82
2025-03-21,Caminha Luxo,7,116.25,Conforto,813.75
2025-03-22,Shampoo Antipulgas,8,127.34,Higiene,1018.72
2025-03-22,Comedouro Duplo,8,126.74,Acessórios,1013.92
2025-03-22,Brinquedo de Borracha,4,217.47,Brinquedos,869.88
2025-03-22,Petisco Natural,5,106.19,Alimentação,530.95
2025-03-22,Escova de Pelos,8,108.86,Cuidados,870.88
2025-03-22,Ração Premium,5,246.51,Alimentação,1232.55
2025-03-23,Ração Premium,4,120.54,Alimentação,482.16
2025-03-23,Escova de Pelos,1,88.68,Cuidados,88.68
2025-03-23,Petisco Natural,5,37.3,Alimentação,186.5
2025-03-24,Shampoo Antipulgas,3,212.44,Higiene,637.32
2025-03-24,Escova de Pelos,7,124.44,Cuidados,871.08
2025-03-24,Coleira Ajustável,1,70.02,Acessórios,70.02
2025-03-24,Comedouro Duplo,5,19.85,Acessórios,99.25
2025-03-25,Ração Premium,8,154.33,Alimentação,1234.64
2025-03-25,Escova de Pelos,5,140.47,Cuidados,702.35
2025-03-25,Caminha Luxo,8,71.11,Conforto,568.88
2025-03-26,Coleira Ajustável,2,204.36,Acessórios,408.72
2025-03-26,Ração Premium,9,95.31,Alimentação,857.79
2025-03-26,Ração Premium,7,211.87,Alimentação,1483.09
2025-03-27,Suplemento Vitamínico,9,176.85,Saúde,1591.65
2025-03-27,Comedouro Duplo,6,10.99,Acessórios,65.94
2025-03-27,Caminha Luxo,8,41.44,Conforto,331.52
2025-03-27,Coleira Ajustável,6,199.95,Acessórios,1199.7
2025-03-27,Petisco Natural,4,176.68,Alimentação,706.72
2025-03-27,Petisco Natural,7,171.43,Alimentação,1200.01
2025-03-28,Ração Premium,6,52.11,Alimentação,312.66
2025-03-28,Shampoo Antipulgas,6,106.01,Higiene,636.06
2025-03-28,Shampoo Antipulgas,8,25.31,Higiene,202.48
2025-03-28,Comedouro Duplo,5,41.99,Acessórios,209.95
2025-03-28,Shampoo Antipulgas,6,15.61,Higiene,93.66
2025-03-28,Areia Higiênica,5,88.89,Higiene,444.45
2025-03-28,Caminha Luxo,2,98.28,Conforto,196.56
2025-03-28,Areia Higiênica,9,10.84,Higiene,97.56
2025-03-28,Caminha Luxo,9,218.38,Conforto,1965.42
2025-03-28,Petisco Natural,1,94.2,Alimentação,94.2
2025-03-29,Suplemento Vitamínico,5,21.85,Saúde,109.25
2025-03-29,Petisco Natural,9,160.37,Alimentação,1443.33
2025-03-29,Coleira Ajustável,6,161.97,Acessórios,971.82
2025-03-29,Caminha Luxo,4,52.52,Conforto,210.08
2025-03-29,Escova de Pelos,9,243.7,Cuidados,2193.3
2025-03-29,Areia Higiênica,9,209.45,Higiene,1885.05
2025-03-30,Petisco Natural,4,14.05,Alimentação,56.2
2025-03-30,Areia Higiênica,7,183.18,Higiene,1282.26
2025-03-30,Comedouro Duplo,2,161.46,Acessórios,322.92
2025-03-30,Shampoo Antipulgas,9,100.05,Higiene,900.45
2025-03-30,Ração Premium,7,159.35,Alimentação,1115.45
2025-03-30,Comedouro Duplo,6,49.43,Acessórios,296.58
2025-03-31,Escova de Pelos,7,178.94,Cuidados,1252.58
2025-03-31,Coleira Ajustável,3,66.96,Acessórios,200.88
2025-03-31,Comedouro Duplo,2,216.82,Acessórios,433.64
2025-03-31,Ração Premium,4,99.91,Alimentação,399.64
2025-03-31,Escova de Pelos,6,33.63,Cuidados,201.78
2025-04-01,Comedouro Duplo,5,178.06,Acessórios,890.3
2025-04-01,Escova de Pelos,3,238.35,Cuidados,715.05
2025-04-01,Petisco Natural,5,92.69,Alimentação,463.45
2025-04-01,Ração Premium,2,31.19,Alimentação,62.38
2025-04-02,Petisco Natural,4,64.32,Alimentação,257.28
2025-04-02,Escova de Pelos,7,20.63,Cuidados,144.41
2025-04-02,Areia Higiênica,9,173.31,Higiene,1559.79
2025-04-02,Ração Premium,4,246.99,Alimentação,987.96
2025-04-03,Petisco Natural,7,90.6,Alimentação,634.2
2025-04-03,Comedouro Duplo,8,61.03,Acessórios,488.24
2025-04-03,Escova de Pelos,2,140.18,Cuidados,280.36
2025-04-03,Caminha Luxo,1,197.97,Conforto,197.97
2025-04-03,Areia Higiênica,6,239.65,Higiene,1437.9
2025-04-03,Caminha Luxo,4,90.63,Conforto,362.52
2025-04-03,Brinquedo de Borracha,2,45.08,Brinquedos,90.16
2025-04-04,Ração Premium,8,223.96,Alimentação,1791.68
2025-04-04,Petisco Natural,9,52.9,Alimentação,476.1
2025-04-04,Comedouro Duplo,7,33.38,Acessórios,233.66
2025-04-04,Escova de Pelos,6,57.13,Cuidados,342.78
2025-04-04,Brinquedo de Borracha,6,34.89,Brinquedos,209.34
2025-04-05,Coleira Ajustável,3,125.35,Acessórios,376.05
2025-04-05,Petisco Natural,8,81.71,Alimentação,653.68
2025-04-05,Coleira Ajustável,8,177.84,Acessórios,1422.72
2025-04-05,Shampoo Antipulgas,1,131.36,Higiene,131.36
2025-04-05,Petisco Natural,4,188.22,Alimentação,752.88
2025-04-06,Areia Higiênica,1,221.07,Higiene,221.07
2025-04-06,Areia Higiênica,6,123.7,Higiene,742.2
2025-04-06,Shampoo Antipulgas,4,38.45,Higiene,153.8
2025-04-06,Coleira Ajustável,2,114.14,Acessórios,228.28
2025-04-06,Shampoo Antipulgas,2,33.72,Higiene,67.44
2025-04-07,Coleira Ajustável,7,134.57,Acessórios,941.99
2025-04-07,Shampoo Antipulgas,2,67.44,Higiene,134.88
2025-04-07,Brinquedo de Borracha,8,205.18,Brinquedos,1641.44
2025-04-07,Comedouro Duplo,3,136.56,Acessórios,409.68
2025-04-08,Escova de Pelos,1,116.94,Cuidados,116.94
2025-04-08,Ração Premium,4,41.76,Alimentação,167.04
2025-04-08,Escova de Pelos,2,67.24,Cuidados,134.48
2025-04-08,Escova de Pelos,7,239.58,Cuidados,1677.06
2025-04-08,Caminha Luxo,8,164.22,Conforto,1313.76
2025-04-08,Caminha Luxo,8,219.19,Conforto,1753.52
2025-04-08,Shampoo Antipulgas,9,247.98,Higiene,2231.82
2025-04-08,Shampoo Antipulgas,5,54.56,Higiene,272.8
2025-04-09,Areia Higiênica,4,74.59,Higiene,298.36
2025-04-09,Escova de Pelos,2,81.35,Cuidados,162.7
2025-04-09,Suplemento Vitamínico,9,104.41,Saúde,939.69
2025-04-09,Brinquedo de Borracha,6,25.15,Brinquedos,150.9
2025-04-10,Shampoo Antipulgas,7,36.5,Higiene,255.5
2025-04-10,Escova de Pelos,6,169.26,Cuidados,1015.56
2025-04-10,Suplemento Vitamínico,9,75.86,Saúde,682.74
2025-04-10,Caminha Luxo,5,211.24,Conforto,1056.2
2025-04-10,Brinquedo de Borracha,4,80.46,Brinquedos,321.84
2025-04-11,Comedouro Duplo,1,185.38,Acessórios,185.38
2025-04-11,Petisco Natural,7,131.4,Alimentação,919.8
2025-04-12,Caminha Luxo,6,131.72,Conforto,790.32
2025-04-13,Comedouro Duplo,4,100.44,Acessórios,401.76
2025-04-13,Suplemento Vitamínico,4,80.07,Saúde,320.28
2025-04-13,Coleira Ajustável,4,120.33,Acessórios,481.32
2025-04-13,Shampoo Antipulgas,1,236.25,Higiene,236.25
2025-04-13,Petisco Natural,8,180.43,Alimentação,1443.44
2025-04-13,Caminha Luxo,2,144.42,Conforto,288.84
2025-04-14,Comedouro Duplo,8,99.27,Acessórios,794.16
2025-04-14,Petisco Natural,5,142.64,Alimentação,713.2
2025-04-14,Escova de Pelos,4,10.19,Cuidados,40.76
2025-04-14,Caminha Luxo,2,238.66,Conforto,477.32
2025-04-14,Brinquedo de Borracha,4,121.04,Brinquedos,484.16
2025-04-15,Brinquedo de Borracha,4,132.54,Brinquedos,530.16
2025-04-15,Coleira Ajustável,2,41.68,Acessórios,83.36
2025-04-15,Suplemento Vitamínico,3,104.41,Saúde,313.23
2025-04-15,Escova de Pelos,8,65.28,Cuidados,522.24
2025-04-15,Coleira Ajustável,8,42.59,Acessórios,340.72
2025-04-15,Petisco Natural,1,209.62,Alimentação,209.62
2025-04-16,Caminha Luxo,9,36.87,Conforto,331.83
2025-04-16,Shampoo Antipulgas,1,32.3,Higiene,32.3
2025-04-16,Petisco Natural,1,224.56,Alimentação,224.56
2025-04-16,Shampoo Antipulgas,9,63.71,Higiene,573.39
2025-04-16,Coleira Ajustável,2,160.62,Acessórios,321.24
2025-04-16,Coleira Ajustável,2,214.06,Acessórios,428.12
2025-04-16,Shampoo Antipulgas,8,78.08,Higiene,624.64
2025-04-17,Escova de Pelos,3,234.48,Cuidados,703.44
2025-04-17,Brinquedo de Borracha,7,191.52,Brinquedos,1340.64
2025-04-17,Shampoo Antipulgas,7,33.43,Higiene,234.01
2025-04-17,Suplemento Vitamínico,6,116.21,Saúde,697.26
2025-04-17,Ração Premium,2,248.49,Alimentação,496.98
2025-04-18,Suplemento Vitamínico,8,240.47,Saúde,1923.76
2025-04-19,Caminha Luxo,5,195.87,Conforto,979.35
2025-04-19,Caminha Luxo,3,124.23,Conforto,372.69
2025-04-19,Brinquedo de Borracha,7,40.86,Brinquedos,286.02
2025-04-19,Comedouro Duplo,1,123.35,Acessórios,123.35
2025-04-20,Coleira Ajustável,6,183.33,Acessórios,1099.98
2025-04-20,Comedouro Duplo,3,76.58,Acessórios,229.74
2025-04-20,Suplemento Vitamínico,1,109.21,Saúde,109.21
2025-04-20,Caminha Luxo,9,124.98,Conforto,1124.82
2025-04-20,Shampoo Antipulgas,7,106.55,Higiene,745.85
2025-04-20,Escova de Pelos,6,158.38,Cuidados,950.28
2025-04-21,Petisco Natural,3,171.24,Alimentação,513.72
2025-04-21,Ração Premium,9,46.73,Alimentação,420.57
2025-04-21,Shampoo Antipulgas,4,103.96,Higiene,415.84
2025-04-21,Brinquedo de Borracha,4,87.59,Brinquedos,350.36
2025-04-21,Petisco Natural,6,203.15,Alimentação,1218.9
2025-04-21,Suplemento Vitamínico,8,74.83,Saúde,598.64
2025-04-22,Petisco Natural,3,65.39,Alimentação,196.17
2025-04-23,Brinquedo de Borracha,1,32.43,Brinquedos,32.43
2025-04-23,Caminha Luxo,6,205.53,Conforto,1233.18
2025-04-23,Areia Higiênica,8,120.92,Higiene,967.36
2025-04-24,Brinquedo de Borracha,8,153.77,Brinquedos,1230.16
2025-04-25,Areia Higiênica,1,187.11,Higiene,187.11
2025-04-25,Ração Premium,8,44.31,Alimentação,354.48
2025-04-25,Ração Premium,1,35.33,Alimentação,35.33
2025-04-26,Brinquedo de Borracha,2,111.73,Brinquedos,223.46
2025-04-26,Areia Higiênica,3,38.92,Higiene,116.76
2025-04-27,Caminha Luxo,2,73.07,Conforto,146.14
2025-04-27,Escova de Pelos,9,214.23,Cuidados,1928.07
2025-04-27,Areia Higiênica,4,132.95,Higiene,531.8
2025-04-27,Areia Higiênica,5,11.47,Higiene,57.35
2025-04-28,Ração Premium,3,249.39,Alimentação,748.17
2025-04-28,Petisco Natural,3,92.82,Alimentação,278.46
2025-04-28,Petisco Natural,1,70.9,Alimentação,70.9
2025-04-28,Shampoo Antipulgas,4,100.57,Higiene,402.28
2025-04-28,Escova de Pelos,1,22.57,Cuidados,22.57
2025-04-28,Caminha Luxo,5,150.25,Conforto,751.25
2025-04-28,Areia Higiênica,6,55.51,Higiene,333.06
2025-04-29,Areia Higiênica,6,217.92,Higiene,1307.52
2025-04-29,Shampoo Antipulgas,9,41.63,Higiene,374.67
2025-04-30,Petisco Natural,6,219.89,Alimentação,1319.34
2025-04-30,Areia Higiênica,9,128.17,Higiene,1153.53
2025-04-30,Areia Higiênica,1,50.56,Higiene,50.56
2025-04-30,Shampoo Antipulgas,6,13.55,Higiene,81.3
2025-05-01,Escova de Pelos,3,132.77,Cuidados,398.31
2025-05-01,Suplemento Vitamínico,4,101.77,Saúde,407.08
2025-05-01,Petisco Natural,2,220.81,Alimentação,441.62
2025-05-03,Areia Higiênica,4,246.87,Higiene,987.48
2025-05-03,Petisco Natural,8,205.18,Alimentação,1641.44
2025-05-03,Caminha Luxo,7,154.04,Conforto,1078.28
2025-05-03,Coleira Ajustável,2,159.41,Acessórios,318.82
2025-05-03,Escova de Pelos,9,204.68,Cuidados,1842.12
2025-05-03,Ração Premium,3,36.9,Alimentação,110.7
2025-05-03,Suplemento Vitamínico,1,157.77,Saúde,157.77
2025-05-04,Areia Higiênica,4,224.79,Higiene,899.16
2025-05-05,Suplemento Vitamínico,8,199.2,Saúde,1593.6
2025-05-05,Shampoo Antipulgas,1,244.87,Higiene,244.87
2025-05-05,Comedouro Duplo,1,107.46,Acessórios,107.46
2025-05-06,Ração Premium,6,215.9,Alimentação,1295.4
2025-05-06,Areia Higiênica,4,167.84,Higiene,671.36
2025-05-06,Comedouro Duplo,2,111.94,Acessórios,223.88
2025-05-06,Brinquedo de Borracha,8,235.99,Brinquedos,1887.92
2025-05-06,Caminha Luxo,4,91.86,Conforto,367.44
2025-05-07,Brinquedo de Borracha,3,243.51,Brinquedos,730.53
2025-05-07,Coleira Ajustável,2,110.0,Acessórios,220.0
2025-05-07,Shampoo Antipulgas,5,189.65,Higiene,948.25
2025-05-08,Suplemento Vitamínico,2,228.1,Saúde,456.2
2025-05-08,Ração Premium,7,48.67,Alimentação,340.69
2025-05-08,Ração Premium,1,166.43,Alimentação,166.43
2025-05-08,Escova de Pelos,2,245.87,Cuidados,491.74
2025-05-08,Comedouro Duplo,1,44.37,Acessórios,44.37
2025-05-08,Comedouro Duplo,6,208.04,Acessórios,1248.24
2025-05-09,Ração Premium,3,10.63,Alimentação,31.89
2025-05-09,Escova de Pelos,6,149.8,Cuidados,898.8
2025-05-09,Escova de Pelos,7,139.89,Cuidados,979.23
2025-05-09,Ração Premium,9,29.11,Alimentação,261.99
2025-05-10,Suplemento Vitamínico,7,212.36,Saúde,1486.52
2025-05-10,Escova de Pelos,4,27.63,Cuidados,110.52
2025-05-10,Petisco Natural,8,32.49,Alimentação,259.92
2025-05-10,Petisco Natural,4,27.63,Alimentação,110.52
2025-05-10,Ração Premium,7,90.75,Alimentação,635.25
2025-05-10,Caminha Luxo,4,64.39,Conforto,257.56
2025-05-11,Ração Premium,4,30.13,Alimentação,120.52
2025-05-11,Escova de Pelos,5,115.24,Cuidados,576.2
2025-05-11,Shampoo Antipulgas,6,102.26,Higiene,613.56
2025-05-11,Ração Premium,6,56.01,Alimentação,336.06
2025-05-12,Comedouro Duplo,2,77.74,Acessórios,155.48
2025-05-12,Comedouro Duplo,8,136.93,Acessórios,1095.44
2025-05-12,Ração Premium,8,191.57,Alimentação,1532.56
2025-05-12,Shampoo Antipulgas,9,77.26,Higiene,695.34
2025-05-13,Suplemento Vitamínico,9,138.46,Saúde,1246.14
2025-05-13,Caminha Luxo,9,249.89,Conforto,2249.01
2025-05-13,Petisco Natural,3,50.76,Alimentação,152.28
2025-05-13,Coleira Ajustável,1,38.25,Acessórios,38.25
2025-05-13,Shampoo Antipulgas,7,237.13,Higiene,1659.91
2025-05-13,Suplemento Vitamínico,7,106.18,Saúde,743.26
2025-05-14,Petisco Natural,3,101.32,Alimentação,303.96
2025-05-14,Escova de Pelos,7,64.72,Cuidados,453.04
2025-05-14,Brinquedo de Borracha,7,100.49,Brinquedos,703.43
2025-05-14,Coleira Ajustável,8,152.28,Acessórios,1218.24
2025-05-14,Comedouro Duplo,9,39.08,Acessórios,351.72
2025-05-14,Brinquedo de Borracha,4,92.59,Brinquedos,370.36
2025-05-14,Shampoo Antipulgas,8,194.23,Higiene,1553.84
2025-05-14,Coleira Ajustável,5,234.18,Acessórios,1170.9
2025-05-15,Petisco Natural,5,141.95,Alimentação,709.75
2025-05-15,Caminha Luxo,5,13.05,Conforto,65.25
2025-05-15,Escova de Pelos,1,22.17,Cuidados,22.17
2025-05-15,Shampoo Antipulgas,3,222.41,Higiene,667.23
2025-05-15,Shampoo Antipulgas,9,54.08,Higiene,486.72
2025-05-15,Coleira Ajustável,9,124.06,Acessórios,1116.54
2025-05-15,Suplemento Vitamínico,4,125.3,Saúde,501.2
2025-05-16,Caminha Luxo,7,47.03,Conforto,329.21
2025-05-16,Areia Higiênica,8,240.51,Higiene,1924.08
2025-05-17,Comedouro Duplo,7,113.07,Acessórios,791.49
2025-05-17,Areia Higiênica,4,72.36,Higiene,289.44
2025-05-17,Suplemento Vitamínico,3,84.25,Saúde,252.75
2025-05-18,Areia Higiênica,4,101.72,Higiene,406.88
2025-05-18,Escova de Pelos,9,158.3,Cuidados,1424.7
2025-05-18,Coleira Ajustável,5,116.2,Acessórios,581.0
2025-05-18,Shampoo Antipulgas,6,210.43,Higiene,1262.58
2025-05-18,Shampoo Antipulgas,6,234.23,Higiene,1405.38
2025-05-18,Brinquedo de Borracha,4,187.99,Brinquedos,751.96
2025-05-18,Brinquedo de Borracha,8,26.02,Brinquedos,208.16
2025-05-19,Comedouro Duplo,9,191.74,Acessórios,1725.66
2025-05-19,Ração Premium,6,83.28,Alimentação,499.68
2025-05-19,Petisco Natural,8,134.88,Alimentação,1079.04
2025-05-19,Caminha Luxo,8,96.81,Conforto,774.48
2025-05-19,Comedouro Duplo,3,87.02,Acessórios,261.06
2025-05-19,Ração Premium,3,106.46,Alimentação,319.38
2025-05-19,Ração Premium,1,209.4,Alimentação,209.4
2025-05-20,Brinquedo de Borracha,2,65.89,Brinquedos,131.78
2025-05-20,Comedouro Duplo,5,50.74,Acessórios,253.7
2025-05-20,Areia Higiênica,4,69.94,Higiene,279.76
2025-05-20,Brinquedo de Borracha,8,155.95,Brinquedos,1247.6
2025-05-21,Petisco Natural,2,217.58,Alimentação,435.16
2025-05-21,Shampoo Antipulgas,6,13.5,Higiene,81.0
2025-05-21,Petisco Natural,1,157.47,Alimentação,157.47
2025-05-21,Suplemento Vitamínico,6,235.27,Saúde,1411.62
2025-05-21,Escova de Pelos,1,107.54,Cuidados,107.54
2025-05-22,Shampoo Antipulgas,3,241.31,Higiene,723.93
2025-05-22,Petisco Natural,1,149.59,Alimentação,149.59
2025-05-22,Escova de Pelos,9,233.24,Cuidados,2099.16
2025-05-22,Shampoo Antipulgas,6,44.09,Higiene,264.54
2025-05-22,Escova de Pelos,8,31.03,Cuidados,248.24
2025-05-23,Escova de Pelos,5,197.31,Cuidados,986.55
2025-05-23,Comedouro Duplo,2,29.17,Acessórios,58.34
2025-05-23,Suplemento Vitamínico,4,216.36,Saúde,865.44
2025-05-23,Coleira Ajustável,4,111.1,Acessórios,444.4
2025-05-23,Escova de Pelos,6,83.77,Cuidados,502.62
2025-05-23,Caminha Luxo,4,202.68,Conforto,810.72
2025-05-24,Petisco Natural,9,159.01,Alimentação,1431.09
2025-05-24,Areia Higiênica,5,66.49,Higiene,332.45
2025-05-24,Areia Higiênica,3,186.9,Higiene,560.7
2025-05-24,Petisco Natural,2,143.43,Alimentação,286.86
2025-05-24,Shampoo Antipulgas,1,44.25,Higiene,44.25
2025-05-24,Areia Higiênica,9,96.24,Higiene,866.16
